word,class,level,definition,synonyms
generation,noun,b1,all the people who were born at about the same time,[]
generic,adjective,c1,"shared by, including or typical of a whole group of things; not specific",[]
generous,adjective,b1,giving or willing to give freely; given freely,[]
genetic,adjective,b2,connected with genes (= the units in the cells of a living thing that control its physical characteristics) or genetics (= the study of genes),[]
genius,noun,b2,"unusually great intelligence, skill or artistic ability",[]
genocide,noun,c1,"the murder of a large number of people from a particular nation or ethnic group, with the aim of destroying that nation or group",[]
genre,noun,b2,"a particular type or style of literature, art, film or music that you can recognize because of its special features",[]
gentle,adjective,b1,calm and kind; doing things in a quiet and careful way,[]
gentleman,noun,b1,"a man who is polite and well educated, who has excellent manners and always behaves well",[]
genuine,adjective,b2,real; exactly what it appears to be; not artificial,[]
genuinely,adverb,b2,truly; in a way that is exactly what it appears to be and is not artificial,[]
geography,noun,a1,"the scientific study of the earth’s surface, physical features, divisions, products, population, etc.",[]
gesture,noun,b2,"a movement that you make with your hands, your head or your face to show a particular meaning",[]
get,verb,a1,to receive something,"[""see"",""follow"",""grasp"",""comprehend""]"
ghost,noun,b1,the spirit of a dead person that a living person believes they can see or hear,[]
giant,adjective,b1,very large; much larger or more important than similar things usually are,[]
giant,noun,b1,(in stories) a very large strong person who is often cruel and stupid,[]
gift,noun,a2,"a thing that you give to somebody, especially on a special occasion or to say thank you",[]
gig,noun,b2,a performance by musicians playing popular music or jazz in front of an audience; a similar performance by a comedian,[]
girl,noun,a1,a female child,[]
girlfriend,noun,a1,a girl or a woman that somebody is having a romantic relationship with,[]
give,verb,a1,"to hand something to somebody so that they can look at it, use it or keep it for a time",[]
glad,adjective,b1,pleased; happy,"[""happy"",""pleased"",""delighted"",""proud"",""relieved"",""thrilled""]"
glance,noun,c1,a quick look,"[""gaze"",""stare"",""glimpse"",""glare""]"
glance,verb,c1,to look quickly at something/somebody,[]
glass,noun,a1,"a hard, usually clear, substance used, for example, for making windows and bottles",[]
glimpse,noun,c1,"a sight of somebody/something for a very short time, when you do not see the person or thing completely","[""glance"",""gaze"",""stare"",""glare""]"
global,adjective,b1,covering or affecting the whole world,[]
globalization,noun,b2,the fact that different cultures and economic systems around the world are becoming connected and similar to each other because of the influence of large multinational companies and of improved communication,[]
globe,noun,b2,the world (used especially to emphasize its size),[]
glorious,adjective,c1,deserving or bringing great success and making somebody/something famous,[]
glory,noun,c1,great success that brings somebody praise and honour and makes them famous,[]
glove,noun,b1,"a piece of clothing for the hand, made of wool, leather, etc. with separate parts for each finger and the thumb",[]
go,noun,b1,a person’s turn to move or play in a game or an activity,[]
go,verb,a1,to move or travel from one place to another,[]
goal,noun,a2,a frame with a net into which players must kick or hit the ball in order to score a point,"[""objective"",""object"",""end""]"
god,noun,a2,the being or spirit that is worshipped and is believed to have created the universe,[]
gold,adjective,a2,"bright yellow in colour, like gold",[]
gold,noun,a2,"a chemical element. Gold is a yellow precious metal used for making coins, jewellery, beautiful objects, etc.",[]
golden,adjective,b2,made of gold,[]
golf,noun,a2,"a game played over a large area of ground using sticks with a special shape to hit a small hard ball (a golf ball) into a series of 9 or 18 holes, using as few shots as possible",[]
good,adjective,a1,of high quality or an acceptable standard,[]
good,noun,a2,behaviour that is morally right or acceptable,[]
goodbye,noun,a1,used when you are leaving somebody or when somebody else is leaving,[]
goodness,noun,b2,the quality of being good,[]
goods,noun,b1,things that are produced to be sold,"[""commodity"",""merchandise"",""produce""]"
gorgeous,adjective,b2,very beautiful and attractive; giving great pleasure,"[""pretty"",""handsome"",""attractive"",""lovely"",""good-looking""]"
govern,verb,b2,"to legally control a country or its people and be responsible for introducing new laws, organizing public services, etc.",[]
governance,noun,c1,the activity of governing a country or controlling a company or an organization; the way in which a country is governed or a company or institution is controlled,[]
government,noun,a2,the group of people who are responsible for controlling a country or a state,[]
governor,noun,b2,a person who is the official head of a country or region that is governed by another country,[]
grab,verb,b2,to take or hold somebody/something with your hand suddenly or roughly,[]
grace,noun,c1,an attractive quality of movement that is smooth and done with control; a simple and beautiful quality,[]
grade,noun,b1,a mark given in an exam or for a piece of school work,[]
grade,verb,b2,to give a grade to a student or to a piece of their written work,[]
gradually,adverb,b2,"slowly, over a long period of time",[]
graduate,noun,b1,a person who has a university degree,[]
graduate,verb,b1,"to get a degree, especially your first degree, from a university or college",[]
grain,noun,b1,"the small hard seeds of food plants such as wheat, rice, etc.; a single seed of such a plant",[]
grand,adjective,b2,impressive and large or important,[]
grandfather,noun,a1,the father of your father or mother,[]
grandmother,noun,a1,the mother of your father or mother,[]
grandparent,noun,a1,the father or mother of your father or mother,[]
grant,noun,b2,a sum of money that is given by the government or by another organization to be used for a particular purpose,[]
grant,verb,b2,"to agree to give somebody what they ask for, especially formal or legal permission to do something",[]
graphic,adjective,b2,"connected with drawings and design, especially in the production of books, magazines, websites, etc.",[]
graphics,noun,b2,"designs, drawings or pictures that are used especially in the production of books, magazines, websites, etc.",[]
grasp,noun,c1,a strong hold of somebody/something or control over somebody/something,[]
grasp,verb,c1,to take a strong hold of somebody/something,"[""hold on"",""cling"",""clutch"",""grip"",""clasp"",""hang on""]"
grass,noun,a2,"a common wild plant with narrow green leaves and stems that are eaten by cows, horses, sheep, etc.",[]
grateful,adjective,b1,feeling or showing thanks because somebody has done something kind for you or has done as you asked,[]
grave,adjective,c1,very serious and important; giving you a reason to feel worried,"[""earnest"",""solemn""]"
grave,noun,c1,a place in the ground where a dead person is buried,[]
gravity,noun,c1,"the force that attracts objects in space towards each other, and that on the earth pulls them towards the centre of the planet, so that things fall to the ground when they are dropped",[]
great,adjective,a1,very good or pleasant,"[""cool"",""fantastic"",""fabulous"",""terrific"",""brilliant"",""awesome"",""epic""]"
greatly,adverb,b2,very much,[]
green,adjective,a1,having the colour of grass or the leaves of most plants and trees,[]
green,noun,a1,the colour of grass and the leaves of most plants and trees,[]
greenhouse,noun,b2,a building with glass sides and a glass roof for growing plants in,[]
greet,verb,a2,to say hello to somebody or to welcome them,[]
grey,adjective,a1,having the colour of smoke or ashes,[]
grey,noun,a1,the colour of smoke or ashes,[]
grid,noun,c1,"a pattern of straight lines, usually crossing each other to form squares",[]
grief,noun,c1,"a very sad feeling, especially when somebody dies",[]
grin,noun,c1,a wide smile,[]
grin,verb,c1,to smile widely,[]
grind,verb,c1,to break or press something into very small pieces between two hard surfaces or using a special machine,[]
grip,noun,c1,an act of holding somebody/something tightly; a particular way of doing this,[]
grip,verb,c1,to hold something tightly,"[""hold on"",""cling"",""clutch"",""grasp"",""clasp"",""hang on""]"
grocery,noun,b2,a shop that sells food and other things used in the home. In American English ‘grocery store’ is often used to mean ‘supermarket’.,[]
gross,adjective,c1,being the total amount of something before anything is taken away,"[""foul"",""revolting"",""repulsive"",""offensive""]"
ground,noun,a2,the solid surface of the earth,"[""lot"",""space"",""plot""]"
group,noun,a1,a number of people or things that are together in the same place or that are connected in some way,[]
grow,verb,a1,"to increase in size, number, strength or quality",[]
growth,noun,b1,"the process in people, animals or plants of growing physically, mentally or emotionally",[]
guarantee,noun,b2,a formal promise that you will do something or that something will happen,[]
guarantee,verb,b2,to promise to do something; to promise something will happen,"[""bound"",""sure"",""definite"",""guaranteed""]"
guard,noun,b1,"a person, such as a soldier, a police officer or a prison officer, who protects a place or people, or prevents prisoners from escaping",[]
guard,verb,b1,"to protect property, places or people from attack or danger",[]
guerrilla,noun,c1,"a member of a small group of soldiers who are not part of an official army and who fight against official soldiers, usually to try to change the government",[]
guess,noun,a1,an attempt to give an answer or an opinion when you cannot be certain if you are right,[]
guess,verb,a1,to try and give an answer or make a judgement about something without being sure of all the facts,[]
guest,noun,a2,a person that you have invited to your house or to a particular event that you are paying for,[]
guidance,noun,c1,"help or advice that is given to somebody, especially by somebody older or with more experience",[]
guide,noun,a2,"a person who shows other people the way to a place, especially somebody employed to show tourists around interesting places",[]
guide,verb,a2,"to show somebody the way to a place, often by going with them; to show somebody a place that you know well","[""lead"",""escort"",""drive"",""show"",""walk"",""usher"",""direct""]"
guideline,noun,b2,"a set of rules or instructions that are given by an official organization telling you how to do something, especially something difficult",[]
guilt,noun,c1,the unhappy feelings caused by knowing or thinking that you have done something wrong,[]
guilty,adjective,b1,feeling ashamed because you have done something that you know is wrong or have not done something that you should have done,[]
guitar,noun,a1,a musical instrument that usually has six strings and that you play with your fingers or with a plectrum,[]
gun,noun,a2,a weapon that is used for firing bullets or shells,[]
gut,noun,c1,the tube in the body through which food passes when it leaves the stomach,[]
guy,noun,a2,a man,[]
gym,noun,a1,"a room or hall with equipment for doing physical exercise, for example in a school",[]
habit,noun,a2,"a thing that you do often and almost without thinking, especially something that is hard to stop doing",[]
habitat,noun,b2,the place where a particular type of animal or plant is normally found,[]
hail,verb,c1,"to describe somebody/something as being very good or special, especially in newspapers, etc.",[]
hair,noun,a1,the substance that looks like a mass of fine threads growing on a person's head,[]
half,adverb,a2,to the extent of half,[]
half,noun,a1,either of two equal parts into which something is or can be divided,[]
half,pronoun,a1,either of two equal parts into which something is or can be divided,[]
halfway,adverb,c1,at an equal distance between two points; in the middle of a period of time,[]
hall,noun,a2,a space or passage inside the entrance or front door of a building,[]
halt,noun,c1,an act of stopping the movement or progress of somebody/something,[]
halt,verb,c1,to stop; to make somebody/something stop,[]
hand,noun,a1,"the part of the body at the end of the arm, including the fingers and thumb",[]
hand,verb,b1,to pass or give something to somebody,[]
handful,noun,c1,the amount of something that can be held in one hand,[]
handle,noun,b2,"the part of a door, window, etc. that you use to open it",[]
handle,verb,b2,"to deal with a situation, a person, an area of work or a strong emotion",[]
handling,noun,c1,"the way that somebody deals with or treats a situation, a person, an animal, etc.",[]
handy,adjective,c1,easy to use or to do,[]
hang,verb,b1,"to attach something, or to be attached, at the top so that the lower part is free or loose",[]
happen,verb,a1,"to take place, especially without being planned",[]
happily,adverb,a2,in a cheerful way; with feelings of pleasure,[]
happiness,noun,b1,the state of feeling or showing pleasure,"[""pride"",""contentment"",""fulfilment""]"
happy,adjective,a1,feeling or showing pleasure; pleased,"[""pleased"",""delighted"",""proud"",""relieved"",""thrilled""]"
harassment,noun,c1,the act of annoying or worrying somebody by putting pressure on them or saying or doing unpleasant things to them,[]
harbour,noun,b2,"an area of water on the coast, protected from the open sea by strong walls, where ships can shelter",[]
hard,adjective,a1,"difficult to do, understand or answer","[""challenging"",""demanding"",""taxing""]"
hard,adverb,a1,with great effort; with difficulty,[]
hardly,adverb,b1,almost no; almost not; almost none,[]
hardware,noun,c1,the machines and electronic parts in a computer or other electronic system,[]
harm,noun,b2,damage or injury that is caused by a person or an event,[]
harm,verb,b2,to hurt or injure somebody or to damage something,"[""hurt"",""impair""]"
harmful,adjective,b2,"causing damage or injury to somebody/something, especially to a person’s health or to the environment",[]
harmony,noun,c1,a state of peaceful existence and agreement,[]
harsh,adjective,c1,"cruel, severe and unkind",[]
harvest,noun,c1,"the time of year when the crops are gathered in on a farm, etc.; the act of cutting and gathering crops",[]
harvest,verb,c1,to cut and gather a crop; to catch a number of animals or fish to eat,[]
hat,noun,a1,"a piece of clothing made to fit the head, often with a brim (= a flat edge that sticks out), usually worn out of doors",[]
hate,noun,b1,a very strong feeling of dislike for somebody,[]
hate,verb,a1,to dislike somebody/something very much,"[""dislike"",""can’t stand"",""despise"",""can’t bear"",""loathe"",""detest""]"
hatred,noun,c1,a very strong feeling of dislike for somebody/something,[]
haunt,verb,c1,"if the ghost of a dead person haunts a place, people say that they have seen it there",[]
have,verb,a1,"to own, hold or possess something",[]
have,auxiliary verb,a2,"to own, hold or possess something",[]
hazard,noun,c1,something that can be dangerous or cause damage,[]
he,pronoun,a1,a male person or animal that has already been mentioned or is easily identified,[]
head,noun,a1,"the part of the body on top of the neck containing the eyes, nose, mouth and brain",[]
head,verb,b1,to move in a particular direction,[]
headache,noun,a2,a continuous pain in the head,[]
headline,noun,b1,"the title of a news article printed in large letters, especially at the top of the front page on a newspaper or the home page on a news website",[]
headquarters,noun,b2,a place from which an organization or a military operation is controlled; the people who work there,[]
heal,verb,b2,to become healthy again; to make something healthy again,[]
health,noun,a1,the condition of a person’s body or mind,[]
healthcare,noun,b2,the service of providing medical care,[]
healthy,adjective,a1,having good health and not likely to become ill,"[""all right"",""OK"",""fine"",""strong"",""fit""]"
hear,verb,a1,to be aware of sounds with your ears,[]
hearing,noun,b2,the ability to hear,[]
heart,noun,a2,"the organ in the chest that sends blood around the body, usually on the left in humans",[]
heat,noun,a2,the quality of being hot,[]
heat,verb,a2,to make something hot or warm; to become hot or warm,[]
heating,noun,b1,the process of supplying heat to a room or building; a system used to do this,[]
heaven,noun,b2,"the place believed to be the home of God where good people go when they die, sometimes imagined to be in the sky",[]
heavily,adverb,b1,to a great degree; in large amounts,[]
heavy,adjective,a2,weighing a lot; difficult to lift or move,[]
heel,noun,b2,the back part of the foot below the ankle,[]
height,noun,a2,the measurement of how tall a person or thing is,[]
heighten,verb,c1,"if a feeling or an effect heightens, or something heightens it, it becomes stronger or increases",[]
helicopter,noun,b1,an aircraft without wings that has large blades (= long flat parts) on top that go round. It can fly straight up from the ground and can also stay in one position in the air.,[]
hell,noun,b2,the place believed to be the home of devils and where bad people go after death,[]
hello,noun,a1,"used as a greeting when you meet somebody, in an email, when you answer the phone or when you want to attract somebody’s attention",[]
helmet,noun,b2,"a type of hard hat that protects the head, worn, for example, by a police officer, a soldier or a person riding a bike or motorbike or playing some sports",[]
help,noun,a1,the act of helping somebody to do something,[]
help,verb,a1,to make it easier or possible for somebody to do something by doing something for them or by giving them something that they need,[]
helpful,adjective,a2,able to improve a particular situation,[]
hence,adverb,b2,for this reason,[]
her,pronoun,a1,"used as the object of a verb, after the verb be or after a preposition to refer to a woman or girl who has already been mentioned or is easily identified",[]
herb,noun,b2,"a plant whose leaves, flowers or seeds are used to add taste to food, in medicines or for their pleasant smell. parsley, mint and oregano are all herbs.",[]
here,adverb,a1,"used after a verb or preposition to mean ‘in, at or to this position or place’",[]
heritage,noun,c1,"the history, traditions, buildings and objects that a country or society has had for many years and that are considered an important part of its character",[]
hero,noun,a2,a person who is admired by many people for doing something brave or good,[]
hers,pronoun,a2,of or belonging to her,[]
herself,pronoun,a2,used when the woman or girl who performs an action is also affected by it,[]
hesitate,verb,b2,to be slow to speak or act because you feel uncertain or nervous,[]
hidden,adjective,b2,something that is hidden is kept or located in a place where it cannot be seen,[]
hide,verb,a2,to put or keep somebody/something in a place where they/it cannot be seen or found,"[""conceal"",""cover"",""disguise"",""mask"",""camouflage""]"
hierarchy,noun,c1,"a system, especially in a society or an organization, in which people are organized into different levels of importance from highest to lowest",[]
high,adjective,a1,measuring a long distance from the bottom to the top,[]
high,adverb,a2,at or to a position or level that is a long way up from the ground or from the bottom,[]
high,noun,b2,the highest level or number,[]
high-profile,adjective,c1,receiving or involving a lot of attention and discussion in the media,[]
highlight,noun,b1,"the best, most interesting or most exciting part of something",[]
highlight,verb,b1,"to emphasize something, especially so that people give it more attention",[]
highly,adverb,b1,very,[]
highway,noun,b2,"a main road for travelling long distances, especially one connecting and going through cities and towns",[]
hilarious,adjective,b2,extremely funny,"[""amusing"",""entertaining"",""witty"",""humorous"",""comic""]"
hill,noun,a2,"an area of land that is higher than the land around it, but not as high as a mountain",[]
him,pronoun,a1,"used as the object of a verb, after the verb be or after a preposition to refer to a male person or animal that has already been mentioned or is easily identified",[]
himself,pronoun,a2,used when the man or boy who performs an action is also affected by it,[]
hint,noun,c1,something that you say or do in an indirect way in order to show somebody what you are thinking,[]
hint,verb,c1,to suggest something in an indirect way,[]
hip,noun,b2,the area at either side of the body between the top of the leg and the middle part of the body; the joint at the top of the leg that connects it with the top part of the body,[]
hire,noun,b2,the act of paying to use something for a short time,[]
hire,verb,b1,to give somebody a job,[]
his,pronoun,a2,of or belonging to him,[]
historian,noun,b2,a person who studies or writes about history; an expert in history,[]
historic,adjective,b1,important in history; likely to be thought of as important at some time in the future,[]
historical,adjective,b1,connected with the past,[]
history,noun,a1,all the events that happened in the past,[]
hit,noun,a2,an act of hitting somebody/something with your hand or with an object held in your hand,[]
hit,verb,a2,"to bring your hand, or an object you are holding, against somebody/something quickly and with force","[""knock"",""bang"",""strike"",""bump"",""bash""]"
hobby,noun,a1,an activity that you do for pleasure when you are not working,"[""game"",""pastime""]"
hockey,noun,a2,"a game played on a field by two teams of 11 players, with curved sticks and a small hard ball. Teams try to hit the ball into the other team’s goal.",[]
hold,noun,b2,the action of holding somebody/something; the way you are holding somebody/something,[]
hold,verb,a2,"to have somebody/something in your hand, arms, etc.","[""hold on"",""cling"",""clutch"",""grip"",""grasp"",""clasp"",""hang on""]"
hole,noun,a2,a hollow space in something solid or in the surface of something,[]
holiday,noun,a1,a period of time when you are not at work or school,[]
hollow,adjective,b2,having a hole or empty space inside,[]
holy,adjective,b2,connected with God or a particular religion,[]
home,adjective,a2,connected with the place where you live,[]
home,adverb,a1,to or at the place where you live,[]
home,noun,a1,"the house or flat that you live in, especially with your family",[]
homeland,noun,c1,the country where a person was born,[]
homeless,adjective,b2,"having no home, and therefore typically living on the streets",[]
homework,noun,a1,work that is given by teachers for students to do at home,[]
honest,adjective,b1,"always telling the truth, and never stealing or cheating","[""frank"",""direct"",""open"",""outspoken"",""straight"",""blunt""]"
honesty,noun,b2,the quality of being honest,[]
honour,noun,b2,great respect for somebody,"[""delight"",""joy"",""privilege"",""treat""]"
honour,verb,b2,to do something that shows great respect for somebody/something,[]
hook,noun,b2,"a curved piece of metal, plastic or wire for hanging things on, catching fish with, etc.",[]
hook,verb,c1,to fasten or hang something on something else using a hook; to be fastened or hanging in this way,[]
hope,noun,a2,a feeling of wanting and expecting a particular thing to happen; something that you wish for,[]
hope,verb,a1,to want something to happen and think that it is possible,[]
hopeful,adjective,c1,believing that something you want will happen,[]
hopefully,adverb,b2,used to express what you hope will happen,[]
horizon,noun,c1,"the furthest that you can see, where the sky seems to meet the land or the sea",[]
horn,noun,c1,"a hard pointed part that grows, usually in pairs, on the heads of some animals, such as sheep and cows. Horns are often curved.",[]
horrible,adjective,b1,very bad or unpleasant; used to describe something that you do not like,"[""awful"",""dreadful"",""vile"",""horrendous""]"
horror,noun,b1,a feeling of great shock or fear,[]
horse,noun,a1,"a large animal with four legs, a mane (= long thick hair on its neck) and a tail. Horses are used for riding on, pulling carriages, etc.",[]
hospital,noun,a1,a large building where people who are ill or injured are given medical treatment and care,[]
host,noun,b1,"a person who invites guests to a meal, a party, etc. or who has people staying at their house",[]
host,verb,b2,to organize an event to which others are invited and make all the arrangements for them,[]
hostage,noun,c1,"a person who is captured and held prisoner by a person or group, and who may be injured or killed if people do not do what the person or group is asking",[]
hostile,adjective,c1,aggressive or unfriendly and ready to argue or fight,[]
hostility,noun,c1,aggressive or unfriendly feelings or behaviour,[]
hot,adjective,a1,having a high temperature; producing heat,[]
hotel,noun,a1,"a building where people stay, usually for a short time, paying for their rooms and meals",[]
hour,noun,a1,60 minutes; one of the 24 parts that a day is divided into,[]
house,noun,a1,"a building for people to live in, usually for one family",[]
house,verb,b2,to provide a place for a person or an animal to live,[]
household,noun,b2,all the people living together in a house or flat,[]
housing,noun,b2,"houses, flats, etc. that people live in, especially when referring to their type, price or condition",[]
how,adverb,a1,in what way or manner,[]
however,adverb,a1,used to introduce a statement that contrasts with something that has just been said,[]
huge,adjective,a2,extremely large in size or amount; great in degree,[]
human,adjective,a2,"of or connected with people rather than animals, machines or gods",[]
human,noun,a2,a person rather than an animal or a machine,[]
humanitarian,adjective,c1,connected with helping people who are suffering and improving the conditions that they are living in,[]
humanity,noun,c1,people in general,[]
humble,adjective,c1,showing you do not think that you are as important as other people,[]
humorous,adjective,b2,funny; showing a sense of humour,"[""amusing"",""entertaining"",""witty"",""comic"",""hilarious""]"
humour,noun,b2,the quality in something that makes it funny; the ability to laugh at things that are funny,[]
hunger,noun,b2,"the state of not having enough food to eat, especially when this causes illness or death",[]
hungry,adjective,a1,feeling that you want to eat something,[]
hunt,noun,b2,an act of looking for somebody/something that is difficult to find,[]
hunt,verb,b1,"to go after wild animals in order to catch or kill them for food, sport or to make money",[]
hunting,noun,b2,going after and killing wild animals as a sport or for food,[]
hurricane,noun,b1,"a violent storm with very strong winds, especially in the western Atlantic Ocean",[]
hurry,noun,b1,the need or wish to get something done quickly,[]
hurry,verb,b1,to move or act quickly because there is not much time,[]
hurt,adjective,a2,injured physically,[]
hurt,noun,b2,a feeling of unhappiness because somebody has been unkind or unfair to you,[]
hurt,verb,a2,to cause physical pain to somebody/yourself; to injure somebody/yourself,"[""wound"",""bruise"",""sprain"",""pull"",""strain""]"
husband,noun,a1,the man that somebody is married to; a married man,[]
hydrogen,noun,c1,a chemical element. Hydrogen is a gas that is the lightest of all the elements. It combines with oxygen to form water.,[]
hypothesis,noun,b2,an idea or explanation of something that is based on a few known facts but that has not yet been proved to be true or correct,[]
I,pronoun,a1,used as the subject of a verb when the speaker or writer is referring to himself/herself,[]
ice,noun,a1,water that has frozen and become solid,[]
ice cream,noun,a1,"a sweet frozen food made from milk and fat, flavoured with fruit, chocolate, etc.",[]
icon,noun,b2,a small symbol on a computer or smartphone screen that represents a program or a file,[]
ID,noun,b2,"the part of the unconscious mind where many of a person’s basic needs, feelings and desires are supposed to exist",[]
idea,noun,a1,"a plan, thought or suggestion, especially about what to do in a particular situation","[""aim"",""intention"",""plan"",""point""]"
ideal,adjective,a2,perfect; most suitable,[]
ideal,noun,b2,"an idea or standard that seems perfect, and worth trying to achieve or obtain",[]
identical,adjective,b2,similar in every detail,[]
identification,noun,c1,"the process of showing, proving or recognizing who or what somebody/something is",[]
identify,verb,a2,to recognize somebody/something and be able to say who or what they are,"[""know"",""recognize"",""name"",""make somebody/​something out""]"
identity,noun,b1,who or what somebody/something is,[]
ideological,adjective,c1,based on or connected with an ideology,[]
ideology,noun,c1,a set of ideas that an economic or political system is based on,[]
idiot,noun,c1,a rude way to refer to somebody who you think is very stupid,[]
if,conjunction,a1,"used to say that one thing can, will or might happen or be true, depending on another thing happening or being true",[]
ignorance,noun,c1,a lack of knowledge or information about something,[]
ignore,verb,b1,to pay no attention to something,[]
ill,adjective,a2,suffering from an illness or disease; not feeling well,[]
illegal,adjective,b1,not allowed by the law,[]
illness,noun,a2,the state of being physically or mentally ill,"[""sickness"",""ill health"",""trouble""]"
illusion,noun,b2,"a false idea or belief, especially about somebody or about a situation",[]
illustrate,verb,b2,"to use pictures, photographs, diagrams, etc. in a book, etc.",[]
illustration,noun,b2,"a drawing or picture in a book, magazine, for decoration or to explain something","[""case"",""instance"",""specimen""]"
image,noun,a2,"a picture, photograph or statue that represents somebody/something",[]
imagery,noun,c1,language that produces pictures in the minds of people reading or listening,[]
imaginary,adjective,b1,existing only in your mind or imagination,[]
imagination,noun,b2,the ability to create pictures in your mind; the part of your mind that does this,[]
imagine,verb,a1,to form a picture in your mind of what something might be like,"[""think"",""see"",""envisage"",""envision""]"
immediate,adjective,b1,happening or done without delay,[]
immediately,adverb,a2,without delay,[]
immense,adjective,c1,extremely large or great,[]
immigrant,noun,b1,a person who has come to live permanently in a different country from the one they were born in,"[""migrant"",""refugee"",""asylum seeker"",""expatriate""]"
immigration,noun,b2,the process of coming to live permanently in a different country from the one you were born in; the number of people who do this,[]
imminent,adjective,c1,likely to happen very soon,[]
immune,adjective,b2,that cannot catch or be affected by a particular disease or illness,[]
impact,noun,b1,the powerful effect that something has on somebody/something,[]
impact,verb,b1,to have an effect on somebody/something,[]
impatient,adjective,b2,"annoyed by somebody/something, especially because you have to wait for a long time",[]
implement,verb,b2,to make something that has been officially decided start to happen or be used,[]
implementation,noun,c1,the act of making something that has been officially decided start to happen or be used,[]
implication,noun,b2,a possible effect or result of an action or a decision,[]
imply,verb,b2,"to suggest that something is true or that you feel or think something, without saying so directly",[]
import,noun,b1,a product or service that is brought into one country from another,[]
import,verb,b1,to bring a product or service into one country from another,[]
importance,noun,b1,the quality of being important,[]
important,adjective,a1,having a great effect on people or things; of great value,[]
impose,verb,b2,"to introduce a new law, rule, tax, etc.; to order that a rule, punishment, etc. be used",[]
impossible,adjective,a2,that cannot exist or be done; not possible,[]
impress,verb,b2,"if a person or thing impresses you, you admire them or it",[]
impressed,adjective,b2,"admiring somebody/something because you think they are particularly good, interesting, etc.",[]
impression,noun,b1,"an idea, a feeling or an opinion that you get about somebody/something, or that somebody/something gives you","[""believe"",""feel"",""reckon"",""be under the impression""]"
impressive,adjective,b1,"making you admire them, because they are very large, good, skilful, etc.",[]
imprison,verb,c1,to put somebody in a prison or another place from which they cannot escape,[]
imprisonment,noun,c1,the act of putting somebody in a prison or another place from which they cannot escape; the state of being there,[]
improve,verb,a1,to become better than before; to make something/somebody better than before,[]
improvement,noun,b1,the act of making something better; the process of something becoming better,[]
in,adverb,a1,"into an object, an area or a substance",[]
inability,noun,c1,the fact of not being able to do something,[]
inadequate,adjective,c1,not enough; not good enough,[]
inappropriate,adjective,c1,not suitable or appropriate in a particular situation,[]
incentive,noun,b2,something that encourages you to do something,[]
inch,noun,b2,"a unit for measuring length or height, equal to 2.54 centimetres. There are 12 inches in a foot.",[]
incidence,noun,c1,the extent to which something happens or has an effect,[]
incident,noun,b2,"something that happens, especially something unusual or unpleasant",[]
inclined,adjective,c1,wanting to do something,[]
include,verb,a1,"if one thing includes another, it has the second thing as one of its parts",[]
included,adjective,a2,contained as part of something,[]
inclusion,noun,c1,the fact of including somebody/something; the fact of being included,[]
income,noun,b2,"the money that a person, a region, a country, etc. earns from work, from investing money, from business, etc.","[""wage/​wages"",""pay"",""salary"",""earnings""]"
incorporate,verb,b2,to include something so that it forms a part of something,[]
incorrect,adjective,b2,not accurate or true,[]
increase,noun,a2,"a rise in the amount, number or value of something",[]
increase,verb,a2,"to become greater in amount, number, value, etc.; to make something greater in amount, number, value, etc.",[]
increasingly,adverb,b2,more and more all the time,[]
incredible,adjective,a2,impossible or very difficult to believe,[]
incredibly,adverb,b1,extremely,[]
incur,verb,c1,"if you incur something unpleasant, you are in a situation in which you have to deal with it",[]
indeed,adverb,b1,"used after very and an adjective or adverb to emphasize a statement, description, etc.",[]
independence,noun,b2,freedom from political control by other countries,[]
independent,adjective,a2,having its own government,[]
index,noun,b2,"a list of names or topics that are referred to in a book, etc., usually arranged at the end of a book in alphabetical order or listed in a separate file or book",[]
indicate,verb,b1,to show that something is true or exists,"[""state"",""announce""]"
indication,noun,b2,a remark or sign that shows that something is happening or what somebody is thinking or feeling,"[""symptom"",""symbol"",""indicator"",""signal""]"
indicator,noun,c1,a sign that shows you what something is like or how a situation is changing,"[""indication"",""symptom"",""symbol"",""signal""]"
indictment,noun,c1,"a sign that a system, society, etc. is very bad or very wrong",[]
indigenous,adjective,c1,"coming from a particular place and having lived there for a long time before other people came there; relating to, belonging to or developed by these people",[]
indirect,adjective,b1,"happening not as the main aim, cause or result of a particular action, but in addition to it",[]
individual,adjective,a2,considered separately rather than as part of a group,[]
individual,noun,a2,a person considered separately rather than as part of a group,[]
indoor,adjective,b1,"located, done or used inside a building",[]
indoors,adverb,b1,inside or into a building,[]
induce,verb,c1,to persuade or influence somebody to do something,[]
indulge,verb,c1,"to allow yourself to have or do something that you like, especially something that is considered bad for you",[]
industrial,adjective,b2,connected with industry,[]
industry,noun,a2,"the production of goods from raw materials, especially in factories",[]
inequality,noun,c1,"the unfair difference between groups of people in society, when some have more wealth, status or opportunities than others",[]
inevitable,adjective,b2,that you cannot avoid or prevent,[]
inevitably,adverb,b2,as is certain to happen,[]
infamous,adjective,c1,well known for being bad or evil,[]
infant,noun,c1,a baby or very young child,[]
infect,verb,c1,"to make a disease or an illness spread to a person, an animal or a plant",[]
infection,noun,b2,the act or process of causing or getting a disease,"[""illness"",""disorder"",""condition"",""ailment"",""bug""]"
infer,verb,b2,to reach an opinion or decide that something is true on the basis of information that is available,[]
